x,y,elevation,slope,crack,probability
0,0,7.65796372824337,893.7241925531296,0.4336905791122521,0.12460434847158383
1,0,6.7923581754577995,536.4413993456188,0.5849274383193452,0.12491414066629199
2,0,8.451326679798196,765.6367827911038,0.6217356729590463,0.12503036464263925
3,0,-5.112152797015702,768.9071154110417,0.6302591853358886,0.12629859736672366
4,0,-3.8432134771844892,92.37656895162247,0.7149453016536942,0.07607446387581934
5,0,-3.5276967707998157,782.962272482095,0.657591469204722,0.12502014847796145
6,0,2.449305353822598,372.81048462151807,0.6779204797119143,0.08796712700272816
7,0,3.033224026195365,1059.772225845895,0.6571658426728988,0.10073467027488414
8,0,-0.742580123425166,653.2562365671373,0.7438906796673399,0.1333914267177634
9,0,-7.070831803867673,559.7723820007485,0.2606420669629823,0.15072028253173986
10,0,-0.29321932189001454,476.2832048941351,0.6415804747370286,0.12565930041782664
11,0,1.603351833425565,175.26882291414657,0.46764576613286796,0.15402327465826787
12,0,-3.743307863271677,598.1189246539465,0.4104521739174289,0.23647473443351358
13,0,1.004026882074267,553.6340622085346,0.0781880346517822,0.13514862781190393
14,0,3.938237979650232,325.359598201227,0.12384350767261787,0.1726168822785388
15,0,-3.260409357848565,1571.6578925233284,0.15632084234778695,0.10779640905403406
16,0,-2.801761997375317,938.7171482991238,0.05376619192525935,0.0912766480353258
17,0,-5.8077108080743205,1432.0633065117888,0.06778887848744931,0.0880615446141832
18,0,4.330613726541234,957.7558406025563,0.0831542446658903,0.12322303624143587
19,0,4.7462955915623,593.1670392535067,0.011247922712345178,0.09016480651718069
20,0,-0.3271547511034111,550.9695208092107,0.06749781498239403,0.12048403108782527
21,0,-3.644757184227207,443.0688631635948,0.10125548721071813,0.11488256074622073
22,0,2.078128129971846,759.5472366670461,0.037917690168220344,0.09680038680354368
23,0,1.9028945458753186,368.49777758607246,0.05956972216637702,0.1102970387736654
24,0,3.269777555448525,215.38862678322076,0.072977170990473,0.1204147574124093
25,0,-1.9546061716295369,370.63781170356185,0.11912760788139432,0.11099400487761389
26,0,-4.067381302508257,533.367242245474,0.18487583791572954,0.11099585697114282
27,0,0.7668095343365868,413.28753863766354,0.022385843322370345,0.081329309516935
